AUC_PR,AUC_ROC,F1,Precision,Recall,FPR,TP,FP,TN,FN,score_ms,drift_count,update_count,BAR,label_budget,label_fraction,algorithm,fraud_type,fold,month,seed
0.045808926613284374,0.49416375087473763,0.03698630136986301,0.036,0.038028169014084505,0.05059482155353394,27,723,13567,683,66.9705867767334,0,0,0.045808926613284374,0,0.0,Random,mixed,2,2,123
0.9231518999632763,0.9907012290869095,0.8704453441295547,0.86,0.8811475409836066,0.007359125315391085,645,105,14163,87,5232.7399253845215,0,0,0.9231518999632763,0,0.0,MemStream,hybrid,2,2,123
0.923260784281455,0.9913315325210912,0.8704453441295547,0.86,0.8811475409836066,0.007359125315391085,645,105,14163,87,6570.021390914917,0,0,0.923260784281455,0,0.0,CA-MemStream,hybrid,2,2,123
0.9229656461898225,0.9899114109145614,0.8812415654520918,0.8706666666666667,0.8920765027322405,0.00679843005326605,653,97,14171,79,8137.718677520752,32,32,0.9229656461898225,0,0.0,CA-MemStream-EIA,hybrid,2,2,123
,0.9093937137788562,0.0,0.0,0.0,0.0,0,0,14268,732,0.0,0,0,,0,0.0,Canary-Rules,hybrid,2,2,123
0.05075141376931572,0.5112838006559828,0.04993252361673414,0.04933333333333333,0.050546448087431695,0.04997196523689375,37,713,13555,695,29.66618537902832,0,0,0.05075141376931572,0,0.0,Random,hybrid,2,2,123
0.21432584631561263,0.6764429005847953,0.348,0.348,0.348,0.03431578947368421,261,489,13761,489,4740.609169006348,0,0,0.21432584631561263,0,0.0,MemStream,canary_only,3,3,42
0.2164990154967153,0.6803608421052632,0.348,0.348,0.348,0.03431578947368421,261,489,13761,489,7040.954828262329,0,0,0.2164990154967153,0,0.0,CA-MemStream,canary_only,3,3,42
0.17986421161720612,0.6882255438596492,0.29733333333333334,0.29733333333333334,0.29733333333333334,0.03698245614035088,223,527,13723,527,7526.450395584106,41,41,0.17986421161720612,0,0.0,CA-MemStream-EIA,canary_only,3,3,42
,0.995298245614035,0.0,0.0,0.0,0.0,0,0,14250,750,0.0,0,0,,0,0.0,Canary-Rules,canary_only,3,3,42
0.0516800405252566,0.5044836491228071,0.06266666666666666,0.06266666666666666,0.06266666666666666,0.04933333333333333,47,703,13547,703,29.999732971191406,0,0,0.0516800405252566,0,0.0,Random,canary_only,3,3,42
0.05734958385895751,0.5687938713450293,0.024,0.024,0.024,0.05136842105263158,18,732,13518,732,5630.997657775879,0,0,0.05734958385895751,0,0.0,MemStream,type1_only,3,3,42
0.05768334909954584,0.5748931929824561,0.021333333333333333,0.021333333333333333,0.021333333333333333,0.05150877192982456,16,734,13516,734,7937.2546672821045,0,0,0.05768334909954584,0,0.0,CA-MemStream,type1_only,3,3,42
0.06892986483322006,0.653203461988304,0.03866666666666667,0.03866666666666667,0.03866666666666667,0.050596491228070174,29,721,13529,721,7959.712028503418,41,41,0.06892986483322006,0,0.0,CA-MemStream-EIA,type1_only,3,3,42
,0.4689824561403509,0.0,0.0,0.0,0.0,0,0,14250,750,0.0,0,0,,0,0.0,Canary-Rules,type1_only,3,3,42
0.05106460707862394,0.5000247953216375,0.064,0.064,0.064,0.04926315789473684,48,702,13548,702,35.50100326538086,0,0,0.05106460707862394,0,0.0,Random,type1_only,3,3,42
0.04028580984211062,0.43842633918128654,0.008,0.008,0.008,0.05221052631578947,6,744,13506,744,5718.648195266724,0,0,0.04028580984211062,0,0.0,MemStream,type2_only,3,3,42
0.04033271754707189,0.4391875087719298,0.008,0.008,0.008,0.05221052631578947,6,744,13506,744,6906.961917877197,0,0,0.04033271754707189,0,0.0,CA-MemStream,type2_only,3,3,42
0.04728711624727424,0.5200675555555555,0.013333333333333336,0.013333333333333334,0.013333333333333334,0.051929824561403506,10,740,13510,740,8011.162042617798,41,41,0.04728711624727424,0,0.0,CA-MemStream-EIA,type2_only,3,3,42
,0.4689824561403509,0.0,0.0,0.0,0.0,0,0,14250,750,0.0,0,0,,0,0.0,Canary-Rules,type2_only,3,3,42
0.05120044983265745,0.4975358128654971,0.06266666666666666,0.06266666666666666,0.06266666666666666,0.04933333333333333,47,703,13547,703,27.56476402282715,0,0,0.05120044983265745,0,0.0,Random,type2_only,3,3,42
0.056889403907099845,0.5760075789473684,0.014666666666666666,0.014666666666666666,0.014666666666666666,0.051859649122807015,11,739,13511,739,6139.373779296875,0,0,0.056889403907099845,0,0.0,MemStream,type3_only,3,3,42
