fold,difficulty,seed,algorithm,AUC_ROC,AUC_PR,F1,Precision,Recall,optimal_threshold,train_ms,score_ms,n_anomalies
2,easy,1024,HBOS,0.9434812016307792,0.282317984414105,0.3210059171597633,0.217,0.6164772727272727,2.077561938805838,24.056200025370345,263.10199999716133,352
2,medium,42,HBOS,0.8598509966943805,0.0270122984854848,0.0925373134328358,0.062,0.1823529411764705,2.0676986627303964,28.105499979574237,189.51099997502752,340
2,medium,123,HBOS,0.8598509966943805,0.0270122984854848,0.0925373134328358,0.062,0.1823529411764705,2.0676986627303964,27.203300007386133,154.64439999777824,340
2,medium,456,HBOS,0.8598509966943805,0.0270122984854848,0.0925373134328358,0.062,0.1823529411764705,2.0676986627303964,33.822800003690645,162.85449999850243,340
2,medium,789,HBOS,0.8598509966943805,0.0270122984854848,0.0925373134328358,0.062,0.1823529411764705,2.0676986627303964,66.05719999060966,235.75580000760965,340
2,medium,1024,HBOS,0.8598509966943805,0.0270122984854848,0.0925373134328358,0.062,0.1823529411764705,2.0676986627303964,29.41550000105053,204.6369000163395,340
2,hard,42,HBOS,0.7392686429456631,0.0047681610000225,0.0238984316654219,0.016,0.0471976401179941,2.051445593889948,25.73519997531548,169.18140000780113,339
2,hard,123,HBOS,0.7392686429456631,0.0047681610000225,0.0238984316654219,0.016,0.0471976401179941,2.051445593889948,22.408899996662512,205.6252000038512,339
2,hard,456,HBOS,0.7392686429456631,0.0047681610000225,0.0238984316654219,0.016,0.0471976401179941,2.051445593889948,17.23689999198541,190.87990000844,339
2,hard,789,HBOS,0.7392686429456631,0.0047681610000225,0.0238984316654219,0.016,0.0471976401179941,2.051445593889948,17.757900001015514,128.14919999800622,339
2,hard,1024,HBOS,0.7392686429456631,0.0047681610000225,0.0238984316654219,0.016,0.0471976401179941,2.051445593889948,25.96820000326261,202.3237000103109,339
3,easy,42,HBOS,0.9442471063443494,0.3749583094833484,0.3380281690140845,0.2277722277722277,0.6551724137931034,2.0591500113216483,25.48499999102205,183.2619000051636,348
3,easy,123,HBOS,0.9442471063443494,0.3749583094833484,0.3380281690140845,0.2277722277722277,0.6551724137931034,2.0591500113216483,31.00749998702668,164.5217000041157,348
3,easy,456,HBOS,0.9442471063443494,0.3749583094833484,0.3380281690140845,0.2277722277722277,0.6551724137931034,2.0591500113216483,25.275199994212016,164.61239999625832,348
3,easy,789,HBOS,0.9442471063443494,0.3749583094833484,0.3380281690140845,0.2277722277722277,0.6551724137931034,2.0591500113216483,45.44379998696968,220.64169999794103,348
3,easy,1024,HBOS,0.9442471063443494,0.3749583094833484,0.3380281690140845,0.2277722277722277,0.6551724137931034,2.0591500113216483,32.88259997498244,196.86599998385643,348
3,medium,42,HBOS,0.8943258620917733,0.0567287751305221,0.145974416854778,0.097,0.2948328267477204,2.038458773363261,28.49730002344586,204.9383999838028,329
3,medium,123,HBOS,0.8943258620917733,0.0567287751305221,0.145974416854778,0.097,0.2948328267477204,2.038458773363261,27.93429998564534,157.5491000257898,329
3,medium,456,HBOS,0.8943258620917733,0.0567287751305221,0.145974416854778,0.097,0.2948328267477204,2.038458773363261,27.57860001293011,191.29489999613725,329
3,medium,789,HBOS,0.8943258620917733,0.0567287751305221,0.145974416854778,0.097,0.2948328267477204,2.038458773363261,28.388699982315305,221.06030001305044,329
3,medium,1024,HBOS,0.8943258620917733,0.0567287751305221,0.145974416854778,0.097,0.2948328267477204,2.038458773363261,26.6731999872718,133.49039998138323,329
3,hard,42,HBOS,0.8132094648470981,0.0111583007900549,0.0576496674057649,0.039,0.1104815864022662,2.02883401017857,26.392900006612763,148.60549999866635,353
3,hard,123,HBOS,0.8132094648470981,0.0111583007900549,0.0576496674057649,0.039,0.1104815864022662,2.02883401017857,35.63080000458285,206.7692000127863,353
3,hard,456,HBOS,0.8132094648470981,0.0111583007900549,0.0576496674057649,0.039,0.1104815864022662,2.02883401017857,16.686899994965643,134.83520000590943,353
3,hard,789,HBOS,0.8132094648470981,0.0111583007900549,0.0576496674057649,0.039,0.1104815864022662,2.02883401017857,16.846499987877905,139.6363999811001,353
3,hard,1024,HBOS,0.8132094648470981,0.0111583007900549,0.0576496674057649,0.039,0.1104815864022662,2.02883401017857,28.01859998726286,193.6775000067428,353
4,easy,42,HBOS,0.9287674983728688,0.3027122999410463,0.3211351755041075,0.215,0.6342182890855457,2.047148420140167,24.81729999999516,194.3944999948144,339
4,easy,123,HBOS,0.9287674983728688,0.3027122999410463,0.3211351755041075,0.215,0.6342182890855457,2.047148420140167,18.525199993746355,199.15030000265688,339
4,easy,456,HBOS,0.9287674983728688,0.3027122999410463,0.3211351755041075,0.215,0.6342182890855457,2.047148420140167,22.3233999859076,191.21620000805703,339
4,easy,789,HBOS,0.9287674983728688,0.3027122999410463,0.3211351755041075,0.215,0.6342182890855457,2.047148420140167,29.634699982125312,203.4519000153523,339
4,easy,1024,HBOS,0.9287674983728688,0.3027122999410463,0.3211351755041075,0.215,0.6342182890855457,2.047148420140167,28.38910001446493,179.21319999732077,339
4,medium,42,HBOS,0.832248190317088,0.0359969241974703,0.1025641025641025,0.068,0.2085889570552147,2.03396520190606,28.251899988390505,180.32359998323955,326
4,medium,123,HBOS,0.832248190317088,0.0359969241974703,0.1025641025641025,0.068,0.2085889570552147,2.03396520190606,33.63069999613799,192.60490001761357,326
4,medium,456,HBOS,0.832248190317088,0.0359969241974703,0.1025641025641025,0.068,0.2085889570552147,2.03396520190606,24.758500017924234,171.69690001173876,326
4,medium,789,HBOS,0.832248190317088,0.0359969241974703,0.1025641025641025,0.068,0.2085889570552147,2.03396520190606,20.70749999256805,163.18380000302568,326
4,medium,1024,HBOS,0.832248190317088,0.0359969241974703,0.1025641025641025,0.068,0.2085889570552147,2.03396520190606,20.496100012678653,162.33799999463372,326
4,hard,42,HBOS,0.7216615835189706,0.0050913749840117,0.0274599542334096,0.0179820179820179,0.0580645161290322,2.0238304646159424,25.16210000612773,139.36899998225272,310
