timestamp,y_true,iforest_score,trip_count,anomaly_type
2024-07-30 02:30:00,0,-0.03824611902409558,96.0,
2024-07-30 03:00:00,0,-0.05025825090265462,98.0,
2024-07-30 03:30:00,0,-0.04231064475477275,78.0,
2024-07-30 04:00:00,0,-0.03781954821196065,66.0,
2024-07-30 04:30:00,0,-0.03364669053407865,84.0,
2024-07-30 05:00:00,0,-0.034500975995527816,180.0,
2024-07-30 05:30:00,0,-0.049720899893834714,325.0,
2024-07-30 06:00:00,0,-0.04251580169865954,525.0,
2024-07-30 06:30:00,0,-0.04966046141605013,876.0,
2024-07-30 07:00:00,0,-0.039345602399858626,1215.0,
2024-07-30 07:30:00,0,-0.04009054719132321,1568.0,
2024-07-30 08:00:00,0,-0.038832956339046154,1895.0,
2024-07-30 08:30:00,0,-0.07031306679120025,2268.0,
2024-07-30 09:00:00,0,-0.07273200890283543,2256.0,
2024-07-30 09:30:00,0,-0.08755811668507274,2128.0,
2024-07-30 10:00:00,0,-0.09355893077277372,2198.0,
2024-07-30 10:30:00,0,-0.0952979213251347,2298.0,
2024-07-30 11:00:00,0,-0.0948501277734704,2342.0,
2024-07-30 11:30:00,0,-0.10050244509236278,2540.0,
2024-07-30 12:00:00,0,-0.09942039519918583,2575.0,
2024-07-30 12:30:00,0,-0.10209626246125814,2552.0,
2024-07-30 13:00:00,0,-0.09935134463248985,2558.0,
2024-07-30 13:30:00,0,-0.09636259147521398,2724.0,
2024-07-30 14:00:00,0,-0.09277389301004407,2884.0,
2024-07-30 14:30:00,0,-0.0904392749803366,2892.0,
2024-07-30 15:00:00,0,-0.08691929165630596,2891.0,
2024-07-30 15:30:00,1,-0.09014198321372013,2760.0,point_drop
2024-07-30 16:00:00,1,-0.08985967629729175,2911.0,variance
2024-07-30 16:30:00,0,-0.0873406336979114,2980.0,
2024-07-30 17:00:00,0,-0.07464137671219051,3209.0,
2024-07-30 17:30:00,0,-0.06781792266621822,3281.0,
2024-07-30 18:00:00,0,-0.04226656307449883,3452.0,
2024-07-30 18:30:00,0,-0.046611571189168255,3394.0,
2024-07-30 19:00:00,0,-0.053647650503421684,3026.0,
2024-07-30 19:30:00,0,-0.07514631115740139,2784.0,
2024-07-30 20:00:00,0,-0.07969116105368518,2714.0,
2024-07-30 20:30:00,0,-0.07769320088645282,2781.0,
2024-07-30 21:00:00,0,-0.05641558940580649,3089.0,
2024-07-30 21:30:00,0,-0.07879831369085732,2941.0,
2024-07-30 22:00:00,0,-0.080285476330543,2735.0,
